name,address,lat,lon,type,program
Cave Hill Sch,"1205 Eastbrook Road,Eastbrook,Maine 04634",44.68581605,-68.28672609,Elementary School,
Center Drive School,"17 School Street,Orrington,Maine 04474",44.7270777,-68.8152511,Elementary School,
Center For Teaching & Learning,"119 Cross Point Road,Edgecomb,Maine 04556",43.9794754,-69.64922302,Elementary School,
Central Community Elementary School,"PO Box 7,Corinth,Maine 04427",44.9837427,-69.0126807,Elementary School,
Central Maine Learning Center,"744 Oakland Rd,Belgrade,Maine 04917",44.505477,-69.7938701,Elementary School,
Central ME Christian Acad,"390 Main Street,Lewiston,Maine 04240",44.1045016,-70.2127434,Elementary School,
Central School,"197 Main Street,South Berwick,Maine 03908",43.2329396,-70.808735,Elementary School,
Charlotte Elementary School,"1006 Ayers Junction Road,Charlotte,Maine 04666",44.997895,-67.2618987,Elementary School,
Chebeague Island School,"14 School House Road,Chebeague Island,Maine 04017",43.7290262,-70.12760422,Elementary School,
Chelsea Elementary School,"566 Togus Road,Chelsea,Maine 04330",44.2691427,-69.6987397,Elementary School,
Cherryfield Elementary,"PO Box 58,Cherryfield,Maine 04622",44.6072991,-67.9258366,Elementary School,
ChildrenÃ¢â‚¬â„¢s Center-Early Intervention and Family Support,"1 Alden Avenue,Augusta,Maine 04330",44.3108875,-69.801248,Elementary School,
China Primary School,"763 Lakeview Drive,China,Maine 04926",44.4392187,-69.52297228,Elementary School,
Cliff Island School,"PO Box 8,Cliff Island,Maine 04019",43.6961941,-70.1078251,Elementary School,
Clinton Elementary School,"75 Morrison Ave,Clinton,Maine 04927",44.64007685,-69.50085931,Elementary School,
Coastal Ridge Elementary,"1 Coastal Ridge Drive,York,Maine 03909",43.15153425,-70.64058083,Elementary School,
Congin School,"410 Bridge Street,Westbrook,Maine 04092",43.690153800000004,-70.36149489,Elementary School,
Conners-Emerson School,"11 Eagle Lake Road,Bar Harbor,Maine 04609",44.3873015,-68.2155689,Elementary School,
Connor Consolidated School,"1581 Van Buren Road,Connor Twp,Maine 04736",46.9729844,-68.0353145,Elementary School,
Cranberry Isles School,"PO Box 159,Cranberry Isles,Maine 04625",44.248642,-68.260803,Elementary School,
Creative Childrens Academy,"48 South Factory Street,Skowhegan,Maine 04976",44.7594992,-69.7092487,Elementary School,
Crescent Park School,"19 Crescent Lane,Bethel,Maine 04217",44.403536599999995,-70.78388213,Elementary School,
Crooked River Elementary,"1437 Poland Spring Road,Casco,Maine 04015",43.9820231,-70.5615845,Elementary School,
Cushing Community School,"54 Cross Road,Cushing,Maine 04563",44.01948575,-69.25186626,Elementary School,
Damariscotta Montessori School,"93 Center St,Nobleboro,Maine 04555",44.0878491,-69.4754563,Elementary School,
Daniel W Merritt School,"518 Indian River Road,Addison,Maine 04606",44.62161795,-67.69734466,Elementary School,
Dawn F Barnes Elementary Sch,"1025 Van Buren Rd,Caswell,Maine 04750",46.936673,-67.831382,Elementary School,
Dayton Consolidated School,"21 Clarks Mills Road,Dayton,Maine 04005",43.5453742,-70.59270924,Elementary School,
Dedham School,"2065 Main Road,Dedham,Maine 04429",44.72724185,-68.62352388,Elementary School,
Deer Isle-Stonington Elementary Sch,"249 North Deer Isle Road,Deer Isle,Maine 04627",44.243661349999996,-68.67521216,Elementary School,
Dike-Newell School,"3 Wright Drive,Bath,Maine 04530",43.9221141,-69.8205445,Elementary School,
Dimensions Academy,"48 South Factory Street,Skowhegan,Maine 04976",44.7594992,-69.7092487,Elementary School,
Dirigo Elementary School,"117 Auburn Road,Peru,Maine 04290",44.5220206,-70.4555551,Elementary School,
Dora L Small Elementary School,"87 Thompson Street,South Portland,Maine 04106",43.6412351,-70.2337469,Elementary School,
Downeast School,"100 Moosehead Blvd,Bangor,Maine 04401",44.839488,-68.82015648,Elementary School,
Dr Levesque Elementary School,"PO Box 109 368 Main St,Saint Agatha,Maine 04772",47.2430959,-68.3136517,Elementary School,
Dr Lewis S Libby School,"13 School Street,Milford,Maine 04461",44.943076899999994,-68.63922767,Elementary School,
Dresden Elementary School,"86 Cedar Grove Road,Dresden,Maine 04342",44.12770085,-69.7475461,Elementary School,
Durham Community School,"654 Hallowell Road,Durham,Maine 04222",43.97090335,-70.12624743,Elementary School,
Dyer Elementary School,"52 Alfred Street,South Portland,Maine 04106",43.622069499999995,-70.27491611,Elementary School,
Earl C McGraw School,"20 Main Road North,Hampden,Maine 04444",44.740835000000004,-68.84168333,Elementary School,
East Auburn Community School,"15 Andrew Drive,Auburn,Maine 04210",44.145886149999995,-70.22412867,Elementary School,
East Belfast School,"14 Swan Lake Avenue,Belfast,Maine 04915",44.4371051,-69.0045676,Elementary School,
East End Community School,"195 North ST,Portland,Maine 04101",43.67143385,-70.25368995,Elementary School,
East Grand School,"31 Houlton Road,Danforth,Maine 04424",45.6611925,-67.8628744,Elementary School,
East Range II CSD School,"187 School Street,Topsfield,Maine 04490",45.4189589,-67.7355596,Elementary School,
Easton Elementary School,"33 Bangor Road,Easton,Maine 04740",46.6411908,-67.901157,Elementary School,
Eastport Elementary School,"100 High Street,Eastport,Maine 04631",44.90790315,-66.99197374,Elementary School,
Eddington School,"440 Main Road,Eddington,Maine 04428",44.8289848,-68.6592953,Elementary School,
Edgecomb Eddy School,"157 Boothbay Road,Edgecomb,Maine 04556",43.99418155,-69.63855703,Elementary School,
Edmunds Consolidated School,"21 Harrison Road,Edmunds Township,Maine 04628",44.8955979,-67.2234051,Elementary School,
Edna Drinkwater School,"56 Bayside Road,Northport,Maine 04849",44.383059,-68.9785454,Elementary School,
Edna Libby Elementary School,"45 Fort Hill Road,Standish,Maine 04084",43.7574893,-70.5230939,Elementary School,
Eight Corners Elementary School,"22 Mussey Road,Scarborough,Maine 04074",43.61862945,-70.35014782,Elementary School,
Eliot Elementary School,"1298 State Road,Eliot,Maine 03903",43.123774850000004,-70.78820492,Elementary School,
Ella Lewis Sch,"15 Old Village Road,Steuben,Maine 04680",44.5106339,-67.9652809,Elementary School,
Ella P Burr School,"23 Ella P Burr Street,Lincoln,Maine 04457",45.3773293,-68.49838791,Elementary School,
Ellsworth Elementary-Middle School,"20 Forrest Avenue,Ellsworth,Maine 04605",44.549324150000004,-68.43239482,Elementary School,
Elm Street School-East Machias,"PO Box 229,East Machias,Maine 04630",44.739244,-67.3899904,Elementary School,
Elm Street School-Mechanic Falls,"129 Elm Street,Mechanic Falls,Maine 04256",44.1052862,-70.3858443,Elementary School,
Enfield Station Elementary School,"561 Hammett Road,West Enfield,Maine 04493",45.247300027185474,-68.59413035,Elementary School,
Etna-Dixmont School,"2100 Dixmont Road,Etna,Maine 04434",44.7436088,-69.0978473,Elementary School,
Eva Hoyt Zippel School,"42 Griffin Street,Presque Isle,Maine 04769",46.6862732,-68.00394588,Elementary School,
Fairfield Primary School,"63 High Street,Fairfield,Maine 04937",44.58905025,-69.59970784,Elementary School,
Fairview School,"397 Minot Avenue,Auburn,Maine 04210",44.0846189,-70.24408617,Elementary School,
Falmouth Elementary School,"58 Woodville Road,Falmouth,Maine 04105",43.7392666,-70.27458168,Elementary School,
Farrington School,"249 Eastern Avenue,Augusta,Maine 04330",44.30734005,-69.74767733,Elementary School,
Farwell Elementary School,"84-110 Farwell Street,Lewiston,Maine 04240",44.10137,-70.187196,Elementary School,
Fayette Central School,"2023 Main Street,Fayette,Maine 04349",44.4073412,-70.039145,Elementary School,
Fiddlehead School of Arts & Science,"25 Shaker Rd,Gray,Maine 04039",43.90326469387755,-70.34515292,Elementary School,
Fisher-Mitchell School,"597 High Street,Bath,Maine 04530",43.90545515,-69.81981416,Elementary School,
Forest Hills Consolidated School,"606 Main Street,Jackman,Maine 04945",45.580976,-70.1715242,Elementary School,
Fort Fairfield Elementary School,"76 Brunswick Avenue,Fort Fairfield,Maine 04742",46.7643878,-67.83825816,Elementary School,
Fort Kent Elementary School,"108 Pleasant Street,Fort Kent,Maine 04743",47.247934349999994,-68.58267641,Elementary School,
Fort O'Brien School,"492 Port Road P.O. Box 37,Machiasport,Maine 04655",44.698922,-67.394943,Elementary School,
Fort Street School,"PO Box 509,Mars Hill,Maine 04758",46.5158751,-67.8664135,Elementary School,
Fourteenth Street School,"224 Fourteenth Street,Bangor,Maine 04401",44.803345449999995,-68.79350563,Elementary School,
Frank I Brown Elementary School,"37 Highland Avenue,South Portland,Maine 04106",43.634805,-70.2481033,Elementary School,
Fraser-Ford Child Development Center,"5 Dunaway Drive,Sanford,Maine 04073",43.360427900000005,-70.73009389,Elementary School,
Frenchboro Elementary School,"22 High Road,Frenchboro,Maine 04635",44.1150678,-68.365476,Elementary School,
Friendship Village School,"PO Box 100,Friendship,Maine 04547",43.983922,-69.33403,Elementary School,
Fruit Street School,"175 Fruit Street,Bangor,Maine 04401",44.81339065,-68.75695751,Elementary School,
G Herbert Jewett School,"66 Bridge St,Bucksport,Maine 04416",44.5759074,-68.7872545,Elementary School,
Garret Schenck School,"PO Box 317,Anson,Maine 04911",44.798403,-69.889526,Elementary School,
George B Weatherbee School,"22 Main Road North,Hampden,Maine 04444",44.7412288,-68.84063667,Elementary School,
George J Mitchell School,"58 Drummond Avenue,Waterville,Maine 04901",44.5666355,-69.6325386,Elementary School,
Georgetown Central School,"PO Box 469,Georgetown,Maine 04548",43.8042433,-69.7555079,Elementary School,
Gerald D Cushing School,"21 Cushing Dr,Wilton,Maine 04294",44.59477825,-70.22806057,Elementary School,
Gerald E Talbot Community School,"1600 Forest AV,Portland,Maine 04103",43.6952026,-70.309778,Elementary School,
Gladys Weymouth Elem School,"2 South Main Street,Morrill,Maine 04952",44.4424754,-69.1468913,Elementary School,
Glenburn Elementary School,"991 Hudson Road,Glenburn,Maine 04401",44.917216249999996,-68.84620988,Elementary School,
Glenn Stratton Learning Center,"PO Box 159,Hinckley,Maine 04944",44.6856193,-69.6325485,Elementary School,
Glickman Academy,"587 Ocean Avenue,Portland,Maine 04103",43.6866688,-70.2672354,Elementary School,
Glickman Lauder Ctr of Excellence in Autism & DD,"37 Andover Road,Portland,Maine 04102",43.65263461858941,-70.33995681,Elementary School,
Governor John Fairfield School,"75 Beach Street,Saco,Maine 04072",43.4985072,-70.44028414,Elementary School,
Gr Portland Christian School,"1338 Broadway,South Portland,Maine 04106",43.62886815,-70.28830433,Elementary School,
Graham Lake School,"16 KIDSPEACE WAY ROUTE 180,Ellsworth,Maine 04605",44.5414036,-68.4243047,Elementary School,
Granite Street School,"191 Granite Street,Millinocket,Maine 04462",45.6533065,-68.70464384,Elementary School,
Great Falls Elementary School,"73 Justice Way,Gorham,Maine 04038",43.7348576,-70.43204554,Elementary School,
Great Salt Bay Community School,"767 Main St. Suite 2,Damariscotta,Maine 04543",44.0327336,-69.5315483,Elementary School,
Greater Houlton Christian Academy,"27 School Street,Houlton,Maine 04730",46.123484,-67.83862603,Elementary School,
Greene Central School,"41 Main Street,Greene,Maine 04236",44.1880183,-70.1482954,Elementary School,
Greenville Consolidated School,"PO Box 100,Greenville,Maine 04441",45.4594907,-69.5906101,Elementary School,
Guy E Rowe School,"219 Main Street,Norway,Maine 04268",44.21221275,-70.5346195,Elementary School,
H B Emery Jr Memorial School,"908 Cape Road,Limington,Maine 04049",43.7288041,-70.70940334,Elementary School,
Hall-Dale Elementary Sch,"26 Garden Lane,Hallowell,Maine 04347",44.29214065,-69.80303124,Elementary School,
Hancock Grammar School,"33 Cemetery Road,Hancock,Maine 04640",44.5305046,-68.2514818,Elementary School,
Hanson School,"53 Upper Guinea Road,Lebanon,Maine 04027",43.4030156,-70.9090526,Elementary School,
Harmony Elementary,"PO Box 100,Harmony,Maine 04942",44.974028,-69.546204,Elementary School,
Harpswell Community School,"308 Harpswell Islands Road,Harpswell,Maine 04079",43.837526499999996,-69.91565336,Elementary School,
Harriet Beecher Stowe Elementary,"44 McKeen Street,Brunswick,Maine 04011",43.9081697,-69.97189613,Elementary School,
Harrington Elementary School,"1227 US Highway 1A,Harrington,Maine 04643",44.605633999999995,-67.80828278,Elementary School,
Harrison Elementary,"309 Naples Road,Harrison,Maine 04040",44.0862761,-70.6750937,Elementary School,
Harrison Lyseth Elem School,"175 Auburn ST,Portland,Maine 04103",43.70796255,-70.28517279,Elementary School,
Hartford-Sumner Elementary School,"145 Main Street,Sumner,Maine 04292",44.3621883,-70.3843957,Elementary School,
Hebron Station School,"884 Station Road,Hebron,Maine 04238",44.2299699,-70.3502332,Elementary School,
Helen S Dunn Elementary School,"129 Military Road,Greenbush,Maine 04418",45.120325300000005,-68.60811644,Elementary School,
Helen Thompson School,"309 Spears Corner Road,West Gardiner,Maine 04345",44.2254776,-69.87681752,Elementary School,
Hillcrest - Highpoint,"111 Sewell St,Augusta,Maine 04330",44.3169922,-69.7734278,Elementary School,
Holden School,"590 Main Road,Holden,Maine 04429",44.7553498,-68.6605878,Elementary School,
Hollis School,"554 River Road,Hollis,Maine 04042",43.6370433,-70.60217074,Elementary School,
Holy Cross School-S Portland,"436 Broadway,South Portland,Maine 04106",43.63632615,-70.24752196,Elementary School,
Hope Elementary School,"34 Highfield Road,Hope,Maine 04847",44.2239074,-69.2234764,Elementary School,
Horace Mitchell Primary School,"7 School Lane,Kittery Point,Maine 03905",43.085272200000006,-70.70110051,Elementary School,
Houlton Elementary School,"60 South Street,Houlton,Maine 04730",46.1112611,-67.84490239,Elementary School,
Houlton Southside School,"65 South Street,Houlton,Maine 04730",46.11130865,-67.8479485,Elementary School,
Howard C Reiche Community Sch,"166 Brackett ST,Portland,Maine 04102",43.6504716,-70.2673605,Elementary School,
Indian Island School,"10 Wabanaki Way,Indian Island,Maine 04468",44.950099,-68.647734,Elementary School,
Indian Township School,"13 School Drive Peter Dana Point,Princeton,Maine 04668",45.2246731,-67.5758744,Elementary School,
Isle au Haut Rural School,"PO Box 56B,Isle Au Haut,Maine 04645",44.0753601,-68.6333583,Elementary School,
Islesboro Central School,"PO Box 118,Islesboro,Maine 04848",44.3084113,-68.9033651,Elementary School,
James H Bean School,"2896 Middle Road,Sidney,Maine 04330",44.4408812,-69.7445644,Elementary School,
James Otis Kaler Elementary School,"165 South Kelsey Street,South Portland,Maine 04106",43.62882165,-70.2686887,Elementary School,
Jameson Elementary School,"20 Jameson Hill Road,Old Orchard Beach,Maine 04064",43.512687549999995,-70.39493688,Elementary School,
Jefferson Village School,"767 Main St. Suite 2,Damariscotta,Maine 04543",44.0327336,-69.5315483,Elementary School,
John F Kennedy Memorial School,"64 West Street,Biddeford,Maine 04005",43.478518050000005,-70.46473948,Elementary School,
Jonesboro Elementary School,"57 School Road,Jonesboro,Maine 04648",44.6535888,-67.5835022,Elementary School,
Jonesport Elementary School,"139 Snare Creek Lane,Jonesport,Maine 04649",44.556129999999996,-67.6143495,Elementary School,
Katahdin Elementary School,"805 Station Road,Stacyville,Maine 04777",45.886888,-68.421051,Elementary School,
Kate Furbish Elementary School,"75 Jordan Ave,Brunswick,Maine 04011",43.91648765,-69.95428555,Elementary School,
Kennebunk Elementary School,"177 Alewive Road,Kennebunk,Maine 04043",43.41773925,-70.56153239,Elementary School,
Kennebunkport Consolidated Sch,"25 School Street,Kennebunkport,Maine 04046",43.3618472,-70.46971231,Elementary School,
Kermit S Nickerson School,"18 Townhouse Road,Swanville,Maine 04915",44.5213735,-68.9983119,Elementary School,
KidsPeace-Millinocket,"16 KIDSPEACE WAY ROUTE 180,Millinocket,Maine 04462",45.657728,-68.709869,Elementary School,
KidsPeace-Old Town,"16 KIDSPEACE WAY ROUTE 180,Old Town,Maine 04468",44.9354209,-68.6464233,Elementary School,
Kieve-Wavus Education Inc (NTLP),"PO Box 169,Nobleboro,Maine 04555",44.0796489,-69.4850046,Elementary School,
Kingfield Elementary Sch,"102 Salem Road,Kingfield,Maine 04947",44.959454,-70.154572,Elementary School,
Kingman Elementary School,"25 Park Street,Kingman,Maine 04451",45.550619499999996,-68.19437116,Elementary School,
Kittery Kids Academy,"518 US Route 1,Suite 7,Kittery,Maine 03904",43.088448,-70.736847,Elementary School,
Lamoine Consolidated School,"53 Lamoine Beach Road,Lamoine,Maine 04605",44.4784125,-68.34086317,Elementary School,
Laura E Richards School,"279 Brunswick Avenue,Gardiner,Maine 04345",44.2185968,-69.7811293,Elementary School,
L'Ecole Francaise du Maine,"PO Box 737,South Freeport,Maine 04078",43.8198026,-70.1094938,Elementary School,
Lee/Winn School,"1009 Route 168,Winn,Maine 04495",45.4288984,-68.3188051,Elementary School,
Leeds Central School,"1185 Route 106,Leeds,Maine 04263",44.2957251,-70.1175942,Elementary School,
Leroy H Smith School,"319 South Main Street,Winterport,Maine 04496",44.633509200000006,-68.85163948,Elementary School,
Libby-Tozier School,"466 Academy Road,Litchfield,Maine 04350",44.1324745,-69.965703,Elementary School,
Lillian Parks Hussey School,"12 Gedney Street,Augusta,Maine 04330",44.32089805,-69.76094504,Elementary School,
Limestone Community School,"93 High Street,Limestone,Maine 04750",46.90656625,-67.82945504,Elementary School,
Lincoln School,"30 Lincoln Street,Augusta,Maine 04330",44.312451300000006,-69.78637147,Elementary School,
Lincolnville Central School,"523 Hope Road,Lincolnville,Maine 04849",44.294565250000005,-69.11063419,Elementary School,
Line Elementary,"818 Water Street,West Newfield,Maine 04095",43.65557855,-70.83936999,Elementary School,
Lisbon Community School,"33 Mill Street,Lisbon,Maine 04250",44.0223686,-70.0880382,Elementary School,
Long Island Elementary School,"33 Fern Avenue,Long Island,Maine 04050",43.684736,-70.1623351,Elementary School,
Longfellow School-Portland,"432 Stevens AV,Portland,Maine 04103",43.6730097,-70.295758,Elementary School,
Loranger Memorial School,"148 Saco Avenue,Old Orchard Beach,Maine 04064",43.513241050000005,-70.39216623,Elementary School,
Lubec Consolidated School,"44 South Street,Lubec,Maine 04652",44.8547787,-66.98869828,Elementary School,
Lyman Elementary School,"39 SchoolHouse Road,Lyman,Maine 04002",43.4871197,-70.6335528,Elementary School,
Mabel I Wilson School,"353 Tuttle Road,Cumberland,Maine 04021",43.7952744,-70.2539474,Elementary School,
Madawaska Elementary School,"353 Eleventh Avenue,Madawaska,Maine 04756",47.3392362,-68.3398851,Elementary School,
Madison Elementary School,"43 Learners Lane,Madison,Maine 04950",44.80682745,-69.88497791,Elementary School,
Main Street Middle School,"205 Main Street,Madison,Maine 04950",44.7977335,-69.87461927,Elementary School,
Maine Coast Waldorf School,"57 Desert Road,Freeport,Maine 04032",43.852652000000006,-70.14382928,Elementary School,
Manchester Elementary School,"17 School St.,Manchester,Maine 04351",44.3255719,-69.86415462,Elementary School,
Manson Park School,"179 Lancey Street,Pittsfield,Maine 04967",44.7802775,-69.38158942,Elementary School,
Mapleton Elementary School,"1642 Main Street,Mapleton,Maine 04757",46.680938850000004,-68.14999139,Elementary School,
Marcia Buker School,"28 High Street,Richmond,Maine 04357",44.0850205,-69.80659514,Elementary School,
Margaret Chase Smith,"248 Twombley Rd,Sanford,Maine 04073",43.42364055,-70.77630972,Elementary School,
Mast Landing School,"20 Mollymauk Lane,Freeport,Maine 04032",43.856398150000004,-70.09166005,Elementary School,
Matinicus Elementary School,"PO Box 194,Matinicus Isle Plantation,Maine 04851",43.8650834,-68.8869788,Elementary School,
ME Sp. Ed./M.H. Collaborative,"41 Pineland Dr Suite 200,New Gloucester,Maine 04260",43.963168,-70.282974,Elementary School,
Memorial School,"86 Intervale Road,New Gloucester,Maine 04260",43.9837021,-70.2895921,Elementary School,
Meroby Elementary School,"21 Cross Street,Mexico,Maine 04257",44.5562115,-70.5320227,Elementary School,
Milbridge Elementary School,"39 Washington Street,Milbridge,Maine 04658",44.5364786,-67.8870301,Elementary School,
Mildred L Day School,"600 Limerick Road,Arundel,Maine 04046",43.4455587,-70.53842235,Elementary School,
Miles Lane School,"52 Miles Ln,Bucksport,Maine 04416",44.5794523,-68.7806076,Elementary School,
Mill Pond School,"175 Hodgdon Mills Road,Hodgdon,Maine 04730",46.0547181,-67.8647259,Elementary School,
Mill Stream Elementary School,"26 Mercer Road,Norridgewock,Maine 04957",44.7119333,-69.798215,Elementary School,
Miller School,"145 Kalers Corner Road,Waldoboro,Maine 04572",44.0953337,-69.3756084,Elementary School,
Milo Elementary School,"18 Belmont Street,Milo,Maine 04463",45.2500954,-68.97941766,Elementary School,
Minot Consolidated School,"23 Shaw Hill Road,Minot,Maine 04258",44.11614505,-70.33192036,Elementary School,
MMCFC - Charles,"27 Charles Street,Auburn,Maine 04210",44.1016061,-70.2345424,Elementary School,
MMCFC - Hotel,"1520 Hotel Rd,Auburn,Maine 04210",44.0802828,-70.26161625,Elementary School,
MMCFC - Main,"655 Main St,Lewiston,Maine 04240",44.11859045,-70.20395093,Elementary School,
MMCFC - Rodman,"415 Rodman Road,Auburn,Maine 04210",44.07964385,-70.26154835,Elementary School,
MMCFC - Saco,"60 Industrial Park Rd,Saco,Maine 04072",43.52789919999999,-70.44914454,Elementary School,
MMCFC - School St,"17 School St,Randolph,Maine 04346",44.23416925,-69.76665259,Elementary School,
Molly Ockett School,"25 Molly Ockett Drive,Fryeburg,Maine 04037",44.021600250000006,-70.96712995,Elementary School,
Monhegan School,"PO Box 8,Monhegan Plantation,Maine 04852",43.765941049999995,-69.3149361,Elementary School,
Monmouth Memorial School,"130 Academy Rd,Monmouth,Maine 04259",44.252005,-70.03657956,Elementary School,
Monroe Elementary School,"36 West Main Street,Monroe,Maine 04951",44.6141978,-69.02142785,Elementary School,
Montello School,"407 East Avenue,Lewiston,Maine 04240",44.1082067,-70.1838293,Elementary School,
Morrison Center - Scarborough,"60 Chamberlain Rd.,Scarborough,Maine 04074",43.5889842,-70.3083587,Elementary School,
Morrison Center - Wells,"60 Chamberlain Rd.,Scarborough,Maine 04074",43.5889842,-70.3083587,Elementary School,
Morse Memorial School,"27 School Street,Brooks,Maine 04921",44.5543162,-69.1281982,Elementary School,
Morse Street School,"21 Morse Street,Freeport,Maine 04032",43.858491150000006,-70.1069546,Elementary School,
Moscow Elementary,"PO Box 649,Bingham,Maine 04920",45.058972,-69.88266,Elementary School,
Mount Merici Academy,"18 Mount Merici Ave,Waterville,Maine 04901",44.553092,-69.65539729,Elementary School,
Mountain View Sch,"542 Bert Gray Road,Sullivan,Maine 04664",44.5556675,-68.20279343,Elementary School,
Mt Desert Elementary School,"PO Box 308,Northeast Harbor,Maine 04662",44.2942468,-68.2897381,Elementary School,
Mt Vernon Elementary School,"1507 North Road,Mount Vernon,Maine 04352",44.4625684,-69.9722289,Elementary School,
Mt View Elementary School,"573 Mount View Road,Thorndike,Maine 04986",44.5513498,-69.2702009,Elementary School,
Narragansett Elementary School,"284 Main Street,Gorham,Maine 04038",43.68623085,-70.4278168,Elementary School,
New Suncook School,"95 Main Street,Lovell,Maine 04051",44.1220779,-70.90251352,Elementary School,
Newburgh Elementary School,"2220 Western Avenue,Newburgh,Maine 04444",44.7313439,-68.9798252,Elementary School,
NFI North Bridge Crossing Academy,"7 Nulty Street,Bridgton,Maine 04009",44.0555905,-70.7089971,Elementary School,
NFI Sidney Riverbend School,"3895 West River Road,Sidney,Maine 04330",44.4959857,-69.6820793,Elementary School,
Nobleboro Central School,"767 Main St. Suite 2,Damariscotta,Maine 04543",44.0327336,-69.5315483,Elementary School,
Non-Maine Public School,"23 State House Station,Augusta,Maine 04330",44.3169922,-69.7734278,Elementary School,
North Berwick Elementary School,"25 Varney Road,North Berwick,Maine 03906",43.307733049999996,-70.74523058,Elementary School,
North Elementary School,"33 Jewett Street,Skowhegan,Maine 04976",44.7764553,-69.7214189,Elementary School,
North Haven Community School,"93 Pulpit Harbor Road,North Haven,Maine 04853",44.1508421,-68.87551853,Elementary School,
North Yarmouth Academy,"148 Main Street,Yarmouth,Maine 04096",43.7990714,-70.18480971,Elementary School,
Ocean Avenue,"150 Ocean AV,Portland,Maine 04103",43.6772357,-70.28402061,Elementary School,
Old Town Elementary School,"576 Stillwater Avenue,Old Town,Maine 04468",44.92462485,-68.66542341,Elementary School,
Opal Myrick Elementary School,"45 North St Suite 1,East Millinocket,Maine 04430",45.6275528,-68.5744751,Elementary School,
Opportunity Training Center,"PO Box 1245,Presque Isle,Maine 04769",46.6812216,-68.0154578,Elementary School,
Otisfield Community School,"416 Powhattan Road,Otisfield,Maine 04270",44.0942431,-70.5459598,Elementary School,
Oxford Elementary School,"PO Box 839,Oxford,Maine 04270",44.131957,-70.493774,Elementary School,
Oxford-Cumberland Canal School,"102 Glenwood Avenue,Westbrook,Maine 04092",43.6709807,-70.3557948,Elementary School,
Palermo Consolidated School,"501 Route 3,Palermo,Maine 04354",44.4080404,-69.4728561,Elementary School,
Paris Elementary School,"4 Hathaway Road,Paris,Maine 04271",44.2489468,-70.52487124,Elementary School,
Park Avenue Elementary School,"161 Park Avenue,Auburn,Maine 04210",44.0997785,-70.2457362,Elementary School,
Pathways Merrymeeting Center,"16 Burbank Avenue,Brunswick,Maine 04011",43.89684545,-69.9255231,Elementary School,
Patricia A Duran School,"235 Billings Road,Hermon,Maine 04401",44.8206475,-68.89310308,Elementary School,
Peaks Island School,"4 Church AV,Peaks Island,Maine 04108",43.66082505,-70.19697996,Elementary School,
Pembroke Elementary School,"36 US Route 1,Pembroke,Maine 04666",44.9536891,-67.1619293,Elementary School,
Pemetic Elementary School,"PO Box 255,Southwest Harbor,Maine 04679",44.2798024,-68.3250168,Elementary School,
Peninsula Sch,"PO Box 230,Prospect Harbor,Maine 04669",44.4089688,-68.0261155,Elementary School,
Penobscot Elementary School,"66 North Penobscot Road,Penobscot,Maine 04476",44.4683639,-68.70932201,Elementary School,
Perry Elementary School,"1587 U. S. Route 1,Perry,Maine 04667",44.9728901,-67.0746731,Elementary School,
Phillips Elementary Sch,"1401 Rangeley Road,Phillips,Maine 04966",44.8282106,-70.3568085,Elementary School,
Phippsburg Elementary School,"1047 Main Road,Phippsburg,Maine 04562",43.8089926,-69.8210643,Elementary School,
Pine Street Elementary School,"50 Pine Street,Presque Isle,Maine 04769",46.67223655,-68.00864282,Elementary School,
Pineview Learning Center,"169 Academy Road,Monmouth,Maine 04259",44.25759646915016,-70.03796503,Elementary School,
Piscataquis Community Elementary,"25 Campus Drive,Guilford,Maine 04443",45.174407450000004,-69.37866448,Elementary School,
Pittston-Randolph Consolidated School,"1023 Pittston School Street,Pittston,Maine 04345",44.2217951,-69.7553625,Elementary School,
Pleasant Hill School,"143 Highland Avenue,Scarborough,Maine 04074",43.588800899999995,-70.29945256,Elementary School,
Poland Community School,"1250 Maine Street,Poland,Maine 04274",44.06431135,-70.39714595,Elementary School,
Pond Cove Elementary,"12 Scott Dyer Road,Cape Elizabeth,Maine 04107",43.5953953,-70.2297498,Elementary School,
Portland Kids Academy,"55 Foden Road,South Portland,Maine 04106",43.6379523,-70.327585,Elementary School,
Pownal Elementary School,"587 Elmwood Road,Pownal,Maine 04069",43.89742065,-70.19364093,Elementary School,
Prescott Memorial School,"100 Waldoboro Road,Washington,Maine 04574",44.2674797,-69.3714806,Elementary School,
Presumpscot School,"69 Presumpscot ST,Portland,Maine 04103",43.68427735,-70.25942209,Elementary School,
Princeton Elementary School,"PO BOX 580,Princeton,Maine 04668",45.2246731,-67.5758744,Elementary School,
Ralph M Atwood Primary School,"19 Heath Street,Oakland,Maine 04963",44.548703950000004,-69.72159161,Elementary School,
Rangeley Lakes Regional School,"43 Mendolia Road,Rangeley,Maine 04970",44.9732878,-70.6529528,Elementary School,
Raymond A. Geiger Elementary School,"601 College Street,Lewiston,Maine 04240",44.1221313,-70.18746861,Elementary School,
Raymond Elementary School,"434 Webbs Mills Road,Raymond,Maine 04071",43.936537200000004,-70.4498534,Elementary School,
Readfield Elementary School,"84 South Road,Readfield,Maine 04355",44.3725177,-69.9399611,Elementary School,
Renaissance School,"15 Sacred Heart Pl,Auburn,Maine 04210",44.0892638,-70.2352661,Elementary School,
